channel,u_change,u_spectral,u_surprise,m_peak,m_band,channel_effective_rank,m_channel,U,M,dataset,segment,sample_index,window_start,unit_id,loss_mae,loss_mse,model,seed,axis,depth,width_group,width,coupled_width,horizon,run_id
5,0.615318404393218,0.26835636623714154,0.34751030600710087,0.125,0.6896367054326413,3.45654250694684,0.4094237504754337,0.41039502554582014,0.4080201519693583,ETTh1,test,2304,2304,test:2304:5,0.47805968,0.39209333,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.9064895813290273,0.12121693733201903,0.15150248159998414,0.25,0.7715991766864372,3.45654250694684,0.4094237504754337,0.3930696667536768,0.47700764238729026,ETTh1,test,2304,2304,test:2304:6,0.1775511,0.04796719,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.6127891545569182,0.2181240613093081,0.2304285844867925,0.25,0.7052136007344115,3.88355275860625,0.48059212563338816,0.35378060011767287,0.47860190878926656,ETTh1,test,2328,2328,test:2328:0,0.95876646,1.1725112,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.47298090544001636,0.5083742881358906,0.39499397785998547,0.375,0.8475267326763325,3.88355275860625,0.48059212563338816,0.4587830571452975,0.5677062861032401,ETTh1,test,2328,2328,test:2328:1,0.910703,1.0732747,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.6180883511666173,0.2173161042234143,0.24457246606177493,0.25,0.6941037484988635,3.88355275860625,0.48059212563338816,0.35999230715060215,0.47489862471075056,ETTh1,test,2328,2328,test:2328:2,0.8617716,0.9719212,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.7529857041371235,0.40457095548927957,0.3001360136838508,0.25,0.8207169889481667,3.88355275860625,0.48059212563338816,0.48589755777008464,0.5171030381938516,ETTh1,test,2328,2328,test:2328:3,0.75108284,0.715269,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.31965914305045484,0.1988279494757517,0.5064775119990886,0.5,0.9497779103638814,3.88355275860625,0.48059212563338816,0.3416548681750984,0.6434566786657565,ETTh1,test,2328,2328,test:2328:4,0.9611378,1.5506064,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.2657997357484597,0.09038108984289947,0.375605278640702,0.125,0.7827512794991826,3.88355275860625,0.48059212563338816,0.2439287014106871,0.4627811350441902,ETTh1,test,2328,2328,test:2328:5,0.60403025,0.51644176,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.5501903447175955,0.41508027216344834,0.27929645317555923,0.25,0.8293747198689759,3.88355275860625,0.48059212563338816,0.41485569001886774,0.5199889485007881,ETTh1,test,2328,2328,test:2328:6,0.14080946,0.029504726,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.43559265834344874,0.045262176324701114,0.7197063653513525,0.25,0.6275751419395098,3.548388832506693,0.42473147137656303,0.40018706667316745,0.4341022044386909,ETTh1,test,2352,2352,test:2352:0,0.9276381,1.1732851,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.15426895855027145,0.11906571396791105,0.529391007881535,0.375,0.907005746977172,3.548388832506693,0.42473147137656303,0.26757522679990586,0.5689124061179117,ETTh1,test,2352,2352,test:2352:1,0.73817843,0.7485678,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.5962961509554536,0.03767378948305775,0.701254781649041,0.25,0.6259097138024589,3.548388832506693,0.42473147137656303,0.4450749073625175,0.4335470617263406,ETTh1,test,2352,2352,test:2352:2,0.879481,1.0634422,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.6513484975399276,0.19678812156947378,0.5892663429241868,0.25,0.878861621921509,3.548388832506693,0.42473147137656303,0.4791343206778627,0.5178643644326907,ETTh1,test,2352,2352,test:2352:3,0.5355558,0.4312551,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.5747316364057471,0.37333596488686827,0.45823823047719464,0.5,0.8664364935840435,3.548388832506693,0.42473147137656303,0.4687686105899367,0.5970559883202022,ETTh1,test,2352,2352,test:2352:4,0.7642858,0.97266746,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.3421933777479401,0.221702018460239,0.6114312547729396,0.25,0.7727783443889,3.548388832506693,0.42473147137656303,0.39177555032703953,0.482503271921821,ETTh1,test,2352,2352,test:2352:5,0.55174184,0.4276321,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.7051914164004307,0.48544200177512253,0.28960294970544825,0.125,0.684911293946631,3.548388832506693,0.42473147137656303,0.4934121226270005,0.41154758844106465,ETTh1,test,2352,2352,test:2352:6,0.35413852,0.1701531,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.23195852268750372,0.055451069512059,0.24836830090778086,0.25,0.6104395522919317,3.6376358151684767,0.4396059684620695,0.17859263103578119,0.43334850691800036,ETTh1,test,2376,2376,test:2376:0,0.4719244,0.33885804,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.47219975455798224,0.141534217247957,0.49343740753997145,0.25,0.8964566685288853,3.6376358151684767,0.4396059684620695,0.3690571264486369,0.5286875456636516,ETTh1,test,2376,2376,test:2376:1,0.38788393,0.22975115,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.14616635013900892,0.04758735375058554,0.32507247529025796,0.25,0.6095625816455668,3.6376358151684767,0.4396059684620695,0.17294205972661747,0.4330561833692121,ETTh1,test,2376,2376,test:2376:2,0.4757316,0.3602325,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.6498864953198764,0.08711919775146647,0.41687009119218077,0.25,0.8718981409564349,3.6376358151684767,0.4396059684620695,0.38462526142117454,0.5205013698061681,ETTh1,test,2376,2376,test:2376:3,0.334162,0.1688125,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.8310717357352209,0.24638273473402778,0.4608374246773231,0.5,0.7742178012128113,3.6376358151684767,0.4396059684620695,0.5127639650488572,0.5712745898916269,ETTh1,test,2376,2376,test:2376:4,0.5957639,0.5067656,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.6348701917444668,0.14930227217201508,0.7323634487375406,0.625,0.7987464463119326,3.6376358151684767,0.4396059684620695,0.5055119708846741,0.621117471591334,ETTh1,test,2376,2376,test:2376:5,0.25724795,0.1132255,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.3151396478200903,0.14836438895586387,0.015848628243581096,0.125,0.6156509042491947,3.6376358151684767,0.4396059684620695,0.15978422167317843,0.3934189575704214,ETTh1,test,2376,2376,test:2376:6,0.418452,0.24273546,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.5683535824121083,0.07320365699413112,0.46758303727017264,0.25,0.5514288989801636,3.2364279623258345,0.3727379930997424,0.369713425558804,0.3913889640266353,ETTh1,test,2400,2400,test:2400:0,0.49028865,0.35146102,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.6932132802826578,0.18920592231944672,0.4588604976303678,0.75,0.9086364235609528,3.2364279623258345,0.3727379930997424,0.44709323341082413,0.6771248055535651,ETTh1,test,2400,2400,test:2400:1,0.5433002,0.43734694,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.5667013262348339,0.060416127216706694,0.2878741924322101,0.25,0.5584770490932576,3.2364279623258345,0.3727379930997424,0.3049972152945836,0.3937383473976667,ETTh1,test,2400,2400,test:2400:2,0.5528129,0.44276595,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.7315243502602539,0.18555344544197283,0.5947852935072446,0.5,0.8789972481676125,3.2364279623258345,0.3727379930997424,0.5039543630698238,0.5839117470891183,ETTh1,test,2400,2400,test:2400:3,0.45296642,0.30283242,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.5796288970678003,0.20864854757045115,0.4294983408249909,0.25,0.7460307474901635,3.2364279623258345,0.3727379930997424,0.40592526182108074,0.456256246863302,ETTh1,test,2400,2400,test:2400:4,0.50037247,0.53665113,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.5548710199677738,0.30096914705279987,0.44804163776516054,0.875,0.9298936573010691,3.2364279623258345,0.3727379930997424,0.4346272682619114,0.7258772168002704,ETTh1,test,2400,2400,test:2400:5,0.27303624,0.12727858,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.5037644446031349,0.2610609333744475,0.8901094692981011,0.125,0.6805416674115013,3.2364279623258345,0.3727379930997424,0.5516449490918945,0.39275988683708124,ETTh1,test,2400,2400,test:2400:6,0.4634314,0.2797687,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.4064954812412006,0.05051216892907171,0.537081062079015,0.25,0.6504817302368259,3.4596062190878256,0.409934369164747,0.33136290408309577,0.4368053664671909,ETTh1,test,2424,2424,test:2424:0,0.49450096,0.36736783,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.26959261491823694,0.14308108066094474,0.6718298859602678,0.625,0.9118817539532494,3.4596062190878256,0.409934369164747,0.36150119384648316,0.6489387077059988,ETTh1,test,2424,2424,test:2424:1,0.36705545,0.22516496,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.5016033363880058,0.0469135115087614,0.3487333751333887,0.25,0.6618704330481716,3.4596062190878256,0.409934369164747,0.29908340767671865,0.4406016007376395,ETTh1,test,2424,2424,test:2424:2,0.5370736,0.39541087,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.33008231395425847,0.20789179987616824,0.5592425859671054,0.375,0.8938139767797139,3.4596062190878256,0.409934369164747,0.3657388999325107,0.5595827819814869,ETTh1,test,2424,2424,test:2424:3,0.34866968,0.1945018,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.26038712666179264,0.15019613591262881,0.5415865500816134,0.875,0.7794243503893873,3.4596062190878256,0.409934369164747,0.3173899375520116,0.6881195731847115,ETTh1,test,2424,2424,test:2424:4,0.50417125,0.45459569,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.5847993446278795,0.2540768030855203,0.5128457091979924,0.875,0.9366809099543962,3.4596062190878256,0.409934369164747,0.45057395230379743,0.7405384263730478,ETTh1,test,2424,2424,test:2424:5,0.29544678,0.13374627,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.7705411228974601,0.10849024315075306,0.27732658549559075,0.25,0.6616729194364784,3.4596062190878256,0.409934369164747,0.38545265051460137,0.44053576286707513,ETTh1,test,2424,2424,test:2424:6,0.40144375,0.1988675,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.14555244147490887,0.10192150619136917,0.7382001777784595,0.25,0.5321612423492605,3.188703712628059,0.3647839514967033,0.3285580418149125,0.3823150646153213,ETTh1,test,2448,2448,test:2448:0,0.41703352,0.29324967,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.3744979946999306,0.030343188732081798,0.417373589801563,0.375,0.7058905397999392,3.188703712628059,0.3647839514967033,0.27407159107785845,0.4818914970988808,ETTh1,test,2448,2448,test:2448:1,0.4178438,0.25447917,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.10160009216530219,0.09756194688257112,0.8061869516748272,0.25,0.5424447137529301,3.188703712628059,0.3647839514967033,0.33511633024090015,0.3857428884165445,ETTh1,test,2448,2448,test:2448:2,0.41272596,0.30643532,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.13358989096226281,0.0743195975878346,0.49653166311515484,0.375,0.6745532604315907,3.188703712628059,0.3647839514967033,0.23481371722175073,0.47144573730943135,ETTh1,test,2448,2448,test:2448:3,0.37756357,0.20039932,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.08391875792990544,0.09744669670136753,0.39614357250816984,0.75,0.8258420161913105,3.188703712628059,0.3647839514967033,0.1925030090464809,0.6468753225626712,ETTh1,test,2448,2448,test:2448:4,0.5153384,0.45106187,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.36126608555758943,0.10937515733570992,0.4642793531266102,1.0,0.8606062859073529,3.188703712628059,0.3647839514967033,0.31164019867330317,0.7417967458013521,ETTh1,test,2448,2448,test:2448:5,0.27467442,0.13001285,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.5670515381770979,0.07762632024638973,0.4298531761488758,0.25,0.7976535553787035,3.188703712628059,0.3647839514967033,0.3581770115241211,0.4708125022918022,ETTh1,test,2448,2448,test:2448:6,0.22775936,0.074403666,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.42030635814711725,0.05601433040622518,0.7254007240946442,0.25,0.4757509849202623,2.9485277917297545,0.32475463141370137,0.4005738042159955,0.35016853877798787,ETTh1,test,2472,2472,test:2472:0,0.604218,0.7574634,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.23588620576521024,0.06323919397546515,0.5710407950843018,0.375,0.6937069015517795,2.9485277917297545,0.32475463141370137,0.29005539827499244,0.4644871776551603,ETTh1,test,2472,2472,test:2472:1,0.30060184,0.14017387,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.3920785126545946,0.07872442559217885,0.5178115852078077,0.25,0.4897117699681886,2.9485277917297545,0.32475463141370137,0.3295381744848604,0.35482213379396327,ETTh1,test,2472,2472,test:2472:2,0.6385142,0.87682956,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.3280244132438215,0.10292917068014634,0.5670197889739297,0.375,0.644013153487866,2.9485277917297545,0.32475463141370137,0.3326577909659658,0.44792259496718917,ETTh1,test,2472,2472,test:2472:3,0.28419742,0.12718135,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.5694752175152716,0.15197210400339345,0.513961759087794,1.0,0.8720376737866333,2.9485277917297545,0.32475463141370137,0.4118030268688197,0.7322641017334449,ETTh1,test,2472,2472,test:2472:4,0.5167525,0.44623896,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.1265832071692834,0.1753416465575296,0.48998566376066977,1.0,0.9121055081344753,2.9485277917297545,0.32475463141370137,0.2639701724958276,0.7456200465160588,ETTh1,test,2472,2472,test:2472:5,0.3385528,0.16906585,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.8743930799594268,0.2541362447770676,0.09314752916097066,0.25,0.8545947548202678,2.9485277917297545,0.32475463141370137,0.40722561796582174,0.476449795411323,ETTh1,test,2472,2472,test:2472:6,0.28537902,0.14619075,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.07492188394783406,0.009094018335056974,0.734044161381171,0.25,0.35138014865368433,3.0953183893191145,0.3492197309711529,0.2726866878880207,0.3168666265416124,ETTh1,test,2496,2496,test:2496:0,0.80498093,1.4907951,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.3648060382104039,0.06158402542509456,0.6641962555065275,0.375,0.6950978651891323,3.0953183893191145,0.3492197309711529,0.363528773047342,0.47310586538676175,ETTh1,test,2496,2496,test:2496:1,0.29415146,0.12402742,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.16401729152414335,0.011201556450499375,0.6525340758393692,0.25,0.3550424200249886,3.0953183893191145,0.3492197309711529,0.2759176412713373,0.31808738366538053,ETTh1,test,2496,2496,test:2496:2,0.84767014,1.7862835,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.3562547761489684,0.11274151896999914,0.5495492982924143,0.375,0.6576443730945919,3.0953183893191145,0.3492197309711529,0.33951519780379397,0.46062136802191495,ETTh1,test,2496,2496,test:2496:3,0.22075552,0.080486454,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.1871359223928416,0.24582995451691841,0.5165465506614454,1.0,0.9063669802530846,3.0953183893191145,0.3492197309711529,0.31650414252373515,0.751862237074746,ETTh1,test,2496,2496,test:2496:4,0.6157597,0.65074825,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.4582306439136745,0.1658426142035276,0.5178217721447009,1.0,0.8702078985164525,3.0953183893191145,0.3492197309711529,0.3806316767539677,0.7398092098292018,ETTh1,test,2496,2496,test:2496:5,0.45377994,0.29398522,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.8133344729640314,0.196338786659514,0.22821161621541416,0.375,0.8358462898382016,3.0953183893191145,0.3492197309711529,0.41262829194631984,0.5200220069364515,ETTh1,test,2496,2496,test:2496:6,0.54589075,0.401809,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.1639207508564966,0.026385197876333893,0.5037641783963729,0.25,0.3454828861462389,3.596793063333506,0.43279884316758627,0.2313567090430678,0.3427605764379417,ETTh1,test,2520,2520,test:2520:0,0.83280325,1.4521288,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.27379155628703433,0.05770710521106473,0.49247060380482693,0.375,0.6611668183466586,3.596793063333506,0.43279884316758627,0.274656421767642,0.48965522050474825,ETTh1,test,2520,2520,test:2520:1,0.27484617,0.11644012,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.1159254935333962,0.02986146546370458,0.3934754484623303,0.25,0.35851649974665617,3.596793063333506,0.43279884316758627,0.17975413581981037,0.34710511430474744,ETTh1,test,2520,2520,test:2520:2,0.8761012,1.718556,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.1535380657405675,0.05338143974288666,0.46948496259683703,0.375,0.6246911166669189,3.596793063333506,0.43279884316758627,0.22546815602676373,0.47749665327816837,ETTh1,test,2520,2520,test:2520:3,0.21020155,0.07295162,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.5045814811169711,0.1330866301257725,0.4311744361444614,0.625,0.9155193091159954,3.596793063333506,0.43279884316758627,0.3562808491290683,0.6577727174278606,ETTh1,test,2520,2520,test:2520:4,0.44662905,0.36124387,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.32916055659842025,0.1811203882894823,0.5642832294584211,0.875,0.9143758169646019,3.596793063333506,0.43279884316758627,0.35818805811544124,0.7407248867107294,ETTh1,test,2520,2520,test:2520:5,0.319528,0.16292042,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.5211880012085413,0.06796073609848573,0.08556087216567614,0.125,0.7740650895962743,3.596793063333506,0.43279884316758627,0.2249032031575677,0.4439546442546202,ETTh1,test,2520,2520,test:2520:6,0.56829643,0.41751003,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.17651665251553006,0.030427570254043607,0.25256863621323455,0.25,0.3899973348528221,3.363482300451968,0.3939137160854718,0.15317095299426942,0.3446370169794313,ETTh1,test,2544,2544,test:2544:0,0.79031116,1.1346748,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.34924763982310914,0.06351272453932827,0.4872086406823081,0.375,0.6622047984607775,3.363482300451968,0.3939137160854718,0.29998966834824853,0.47703950484874974,ETTh1,test,2544,2544,test:2544:1,0.40885583,0.23845036,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.26911709075028134,0.04348274738162235,0.2865894020855945,0.25,0.41020456520127363,3.363482300451968,0.3939137160854718,0.19972974673916608,0.35137276042891513,ETTh1,test,2544,2544,test:2544:2,0.8186643,1.3370596,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.10684151011944099,0.08574764625228273,0.4782483188657139,0.375,0.6180315634108527,3.363482300451968,0.3939137160854718,0.22361249174581255,0.46231509316544156,ETTh1,test,2544,2544,test:2544:3,0.24991393,0.101035304,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.3251061814823045,0.3147036161990453,0.5309905317172703,0.75,0.904163735345057,3.363482300451968,0.3939137160854718,0.3902667764662067,0.6826924838101762,ETTh1,test,2544,2544,test:2544:4,0.53629947,0.5418147,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.5493846128602572,0.16021699113824864,0.3448359437307276,0.875,0.9272825716883365,3.363482300451968,0.3939137160854718,0.35147918257641114,0.7320654292579362,ETTh1,test,2544,2544,test:2544:5,0.39443818,0.2412817,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.8056710178993678,0.3168330672035137,0.46919677218384076,0.375,0.8713523334135753,3.363482300451968,0.3939137160854718,0.5305669524289074,0.5467553498330157,ETTh1,test,2544,2544,test:2544:6,0.8561327,0.76052475,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.4076746686936339,0.08692174795513385,0.6283195877465,0.25,0.49863331164239627,3.007562574666335,0.3345937618867329,0.3743053347984226,0.3610756911763764,ETTh1,test,2568,2568,test:2568:0,0.56596255,0.65308917,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.28932546106585677,0.03979440071413179,0.47780455532597405,0.375,0.614860439496721,3.007562574666335,0.3345937618867329,0.26897480570198756,0.44148473379448466,ETTh1,test,2568,2568,test:2568:1,0.35073027,0.18502899,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.4994110940188258,0.09815040161652794,0.773412420278194,0.25,0.520538040860608,3.007562574666335,0.3345937618867329,0.45699130530451587,0.368377267582447,ETTh1,test,2568,2568,test:2568:2,0.561873,0.67745686,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.26280161707797767,0.05840606533613689,0.5014050039088934,0.375,0.6663882780404413,3.007562574666335,0.3345937618867329,0.274204228774336,0.45866067997572474,ETTh1,test,2568,2568,test:2568:3,0.24096934,0.091998525,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.6808388342675589,0.281497756686533,0.1631684163069732,0.5,0.827936772523479,3.007562574666335,0.3345937618867329,0.37516833575368835,0.554176844803404,ETTh1,test,2568,2568,test:2568:4,0.4797627,0.456877,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.34463846521006025,0.30044211692265954,0.375615613522782,0.75,0.8963984364544952,3.007562574666335,0.3345937618867329,0.34023206521850063,0.6603307327804094,ETTh1,test,2568,2568,test:2568:5,0.3623971,0.20671181,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.8774583512287478,0.18432818745179505,0.032289617502478725,0.375,0.8349718621896398,3.007562574666335,0.3345937618867329,0.36469205206100724,0.5148552080254576,ETTh1,test,2568,2568,test:2568:6,0.48807538,0.2806207,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
0,0.7069190313666299,0.0627293853470875,0.8546086546141033,0.25,0.5839213508374405,2.8990018814312677,0.3165003130443774,0.5414190237759402,0.38347388796060594,ETTh1,test,2592,2592,test:2592:0,0.6189042,0.97133094,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
1,0.525274140136903,0.06439120866713163,0.44615382883253546,0.375,0.6984161217468969,2.8990018814312677,0.3165003130443774,0.34527305921219004,0.4633054782637582,ETTh1,test,2592,2592,test:2592:1,0.28875697,0.12247751,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
2,0.6870382808005231,0.07718089974637435,0.8912732124989021,0.25,0.6252769918056833,2.8990018814312677,0.3165003130443774,0.5518307976819332,0.3972591016166869,ETTh1,test,2592,2592,test:2592:2,0.6343139,1.0448993,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
3,0.33931888309159164,0.06072298225922648,0.48681136805188036,0.375,0.7123685650592756,2.8990018814312677,0.3165003130443774,0.2956177444675661,0.4679562927012177,ETTh1,test,2592,2592,test:2592:3,0.27685174,0.11744165,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
4,0.6509146214825694,0.09408107704930457,0.44794547041094873,0.25,0.7211101786078015,2.8990018814312677,0.3165003130443774,0.3976470563142742,0.429203497217393,ETTh1,test,2592,2592,test:2592:4,0.38680634,0.35284325,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
5,0.5105254114608404,0.14458384776404903,0.3472755153616697,0.625,0.9085802080028228,2.8990018814312677,0.3165003130443774,0.33412825819551967,0.6166935070157334,ETTh1,test,2592,2592,test:2592:5,0.25436524,0.10626164,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
6,0.9825178142412004,0.05737009610168216,0.4081838418204275,0.375,0.7649040651221267,2.8990018814312677,0.3165003130443774,0.4826905840544367,0.48546812605550144,ETTh1,test,2592,2592,test:2592:6,0.2915174,0.104804136,TimeMixer,3407,width,2,8,32,64,96,TimeMixer__ETTh1__h96__width__d2__wg8__s3407
